id_umkm,provinsi,sektor,skala_usaha,usia_usaha,punya_smartphone,punya_medsos_bisnis,punya_marketplace,jumlah_platform,frekuensi_posting_mgg,pakai_pembayaran_digital,persen_omzet_online,ikut_pelatihan_digital,punya_website,pakai_tools_manajemen,digital_readiness_score,kategori_score,klaster,pca_1,pca_2,nama_klaster
UMKM0419,DKI Jakarta,Fashion,Mikro,< 1 tahun,1,1,1,2,4,0,31.4,1,0,0,67.81,Tinggi (50-75),3,1.8012694304210717,0.897160591854965,Digital Adopter
UMKM0420,Sumatera Utara,Elektronik,Mikro,1-3 tahun,1,1,0,0,2,0,3.4,0,0,1,34.34,Sedang (25-50),2,-1.1703359223236662,1.1214956503124895,Digital Beginner
UMKM0421,Sumatera Utara,Kuliner,Kecil,1-3 tahun,1,0,0,0,0,0,6.7,1,1,0,20.67,Rendah (0-25),0,-1.37517793876903,-1.02904577621402,Digital Laggard
UMKM0422,Sumatera Utara,Fashion,Mikro,< 1 tahun,0,1,0,0,2,1,2.6,1,0,0,34.26,Sedang (25-50),2,-0.8506560020343521,1.1758037958621008,Digital Beginner
UMKM0423,Jawa Timur,Kuliner,Kecil,> 5 tahun,1,1,1,3,1,1,49.9,0,0,0,71.99,Tinggi (50-75),3,2.387982384899758,-0.9498435216401466,Digital Adopter
UMKM0424,Jawa Tengah,Kuliner,Mikro,3-5 tahun,1,1,0,0,2,0,7.1,0,0,0,29.71,Sedang (25-50),2,-1.4774298638282901,0.8706145009325726,Digital Beginner
UMKM0425,Jawa Timur,Pertanian,Kecil,1-3 tahun,1,1,0,0,3,1,5.2,0,0,1,46.52,Sedang (25-50),2,-0.8028201515125316,1.383644613091282,Digital Beginner
UMKM0426,Jawa Tengah,Pertanian,Mikro,> 5 tahun,1,1,0,0,4,0,6.8,0,0,0,33.68,Sedang (25-50),2,-1.2803182550205074,1.7073722785439742,Digital Beginner
UMKM0427,Jawa Tengah,Kuliner,Mikro,< 1 tahun,1,0,0,0,0,1,2.7,0,0,0,20.27,Rendah (0-25),0,-1.99793395457272,-1.4998469831025067,Digital Laggard
UMKM0428,Sulawesi Selatan,Pertanian,Mikro,> 5 tahun,1,1,1,2,3,0,11.1,0,0,1,63.78,Tinggi (50-75),3,1.286595003585652,0.7006493340111032,Digital Adopter
UMKM0429,Jawa Barat,Kerajinan,Kecil,1-3 tahun,1,1,1,1,1,1,38.7,1,0,1,74.2,Tinggi (50-75),3,1.756976624646473,-0.12172663736959477,Digital Adopter
UMKM0430,Jawa Timur,Jasa,Mikro,> 5 tahun,1,0,0,0,0,1,6.0,0,0,0,20.6,Rendah (0-25),0,-1.9173682828319052,-1.5209467443333513,Digital Laggard
UMKM0431,Jawa Timur,Fashion,Mikro,3-5 tahun,1,0,0,0,0,1,2.9,1,0,0,25.29,Sedang (25-50),0,-1.678770441336715,-1.3650149651782224,Digital Laggard
UMKM0432,Sumatera Utara,Fashion,Menengah,> 5 tahun,1,1,1,2,1,0,35.1,1,1,1,72.18,Tinggi (50-75),1,2.4145450355947005,0.0649716973074941,Digital Champion
UMKM0433,DKI Jakarta,Fashion,Kecil,> 5 tahun,1,0,0,0,0,1,8.1,0,0,0,20.81,Rendah (0-25),0,-1.866099218996841,-1.5343738651166163,Digital Laggard
UMKM0434,Jawa Timur,Kerajinan,Mikro,1-3 tahun,1,1,1,1,3,1,11.3,1,0,0,70.46,Tinggi (50-75),3,0.8950480223686924,0.6610810956831071,Digital Adopter
UMKM0435,Jawa Timur,Kuliner,Kecil,> 5 tahun,1,1,1,2,1,0,57.0,0,0,0,59.37,Tinggi (50-75),3,1.80532934598238,-0.6548926219415465,Digital Adopter
UMKM0436,DKI Jakarta,Kuliner,Mikro,1-3 tahun,1,0,0,0,0,0,6.6,0,0,0,10.66,Rendah (0-25),0,-2.1240729574394277,-1.3810211792575502,Digital Laggard
UMKM0437,Jawa Timur,Kuliner,Mikro,1-3 tahun,1,1,0,0,2,1,7.0,0,0,1,44.7,Sedang (25-50),2,-0.8610931200460156,0.9547158436701585,Digital Beginner
UMKM0438,Sulawesi Selatan,Kerajinan,Mikro,1-3 tahun,1,0,0,0,0,0,7.0,1,0,0,15.7,Rendah (0-25),0,-1.8000266762191306,-1.2474679347411959,Digital Laggard
UMKM0439,DKI Jakarta,Kuliner,Menengah,3-5 tahun,0,1,1,3,1,1,72.6,1,1,1,79.26,Sangat Tinggi (75-100),1,4.287057752637545,-0.231077685141012,Digital Champion
UMKM0440,Jawa Timur,Kerajinan,Menengah,1-3 tahun,1,1,1,2,1,1,83.1,0,0,1,76.98,Sangat Tinggi (75-100),3,3.0613086957068814,-0.7383105956427884,Digital Adopter
UMKM0441,Jawa Timur,Pertanian,Mikro,3-5 tahun,1,1,0,0,4,1,3.9,0,1,1,53.39,Tinggi (50-75),2,-0.30016737359178003,2.025880447407861,Digital Beginner
UMKM0442,Kalimantan Timur,Kuliner,Mikro,3-5 tahun,1,1,0,0,3,0,2.5,0,0,0,31.25,Sedang (25-50),2,-1.4875156470748916,1.3174460980647158,Digital Beginner
UMKM0443,Jawa Barat,Kerajinan,Mikro,> 5 tahun,1,1,1,1,5,0,45.9,0,1,0,67.92,Tinggi (50-75),1,1.8407418100498236,1.498848005993385,Digital Champion
UMKM0444,Jawa Barat,Fashion,Menengah,> 5 tahun,1,1,0,0,1,1,6.9,0,1,1,47.69,Sedang (25-50),2,-0.533579495003733,0.7544394200396514,Digital Beginner
UMKM0445,Sumatera Utara,Jasa,Menengah,1-3 tahun,1,1,1,1,1,1,44.1,0,0,0,64.74,Tinggi (50-75),3,1.1771054657566165,-0.5195881520491308,Digital Adopter
UMKM0446,Bali,Kuliner,Mikro,1-3 tahun,0,1,1,2,1,0,14.3,0,0,1,50.1,Tinggi (50-75),3,1.3612859481784936,0.12941732920319726,Digital Adopter
UMKM0447,Kalimantan Timur,Kerajinan,Kecil,1-3 tahun,1,0,0,0,0,0,8.3,1,0,1,20.83,Rendah (0-25),0,-1.3708635351072116,-1.0285561205595286,Digital Laggard
UMKM0448,Sumatera Utara,Jasa,Kecil,1-3 tahun,1,1,0,0,5,1,8.6,0,0,0,45.86,Sedang (25-50),2,-0.9128024842093734,1.9695212413227663,Digital Beginner
UMKM0449,Jawa Barat,Elektronik,Mikro,< 1 tahun,1,1,0,0,3,0,9.1,0,0,0,31.91,Sedang (25-50),2,-1.3263843035932616,1.2752465756030265,Digital Beginner
UMKM0450,Jawa Timur,Kerajinan,Mikro,1-3 tahun,1,1,1,3,2,1,26.9,1,0,1,81.69,Sangat Tinggi (75-100),3,2.6403878415640456,-0.022030138313018897,Digital Adopter
UMKM0451,Sumatera Utara,Fashion,Mikro,1-3 tahun,1,1,1,1,4,0,49.3,1,0,0,66.26,Tinggi (50-75),3,1.7036388412158492,0.9792958422257548,Digital Adopter
UMKM0452,Jawa Tengah,Kerajinan,Kecil,> 5 tahun,1,0,0,0,0,1,1.6,1,0,0,25.16,Sedang (25-50),0,-1.7105084332346119,-1.3567029380266775,Digital Laggard
UMKM0453,Jawa Tengah,Jasa,Kecil,3-5 tahun,1,1,1,1,1,1,53.2,0,0,1,70.65,Tinggi (50-75),3,1.7966965582559162,-0.3505485007767328,Digital Adopter
UMKM0454,Bali,Fashion,Mikro,1-3 tahun,1,1,0,0,4,1,7.8,0,1,0,48.78,Sedang (25-50),2,-0.6023785471121121,1.7737205246200143,Digital Beginner
UMKM0455,Jawa Timur,Kuliner,Menengah,3-5 tahun,1,1,0,0,2,1,0.7,0,1,1,49.07,Sedang (25-50),2,-0.5827274221246691,1.2115012044352342,Digital Beginner
UMKM0456,Jawa Tengah,Elektronik,Mikro,< 1 tahun,1,1,0,0,1,0,9.9,0,0,0,27.99,Sedang (25-50),2,-1.5112889924403148,0.4352918644717996,Digital Beginner
UMKM0457,Jawa Timur,Kerajinan,Mikro,1-3 tahun,1,1,0,0,1,1,6.7,0,0,0,37.67,Sedang (25-50),2,-1.3680603016285857,0.3119903536990882,Digital Beginner
UMKM0458,Jawa Tengah,Kerajinan,Kecil,3-5 tahun,1,1,0,0,2,1,7.5,1,0,1,49.75,Sedang (25-50),2,-0.534605454833573,1.087629701482548,Digital Beginner
UMKM0459,Jawa Timur,Kuliner,Kecil,3-5 tahun,1,1,0,0,2,1,2.5,1,0,0,44.25,Sedang (25-50),2,-1.0540998036548908,0.8923751953475852,Digital Beginner
UMKM0460,Jawa Timur,Kerajinan,Mikro,1-3 tahun,1,0,0,0,0,1,6.7,0,0,0,20.67,Rendah (0-25),0,-1.9002785948868837,-1.5254224512611063,Digital Laggard
UMKM0461,Jawa Timur,Fashion,Mikro,> 5 tahun,1,0,1,1,0,0,15.8,0,0,0,34.91,Sedang (25-50),0,-0.26737747583937077,-2.032292634487641,Digital Laggard
UMKM0462,DKI Jakarta,Kerajinan,Mikro,> 5 tahun,1,1,1,1,4,1,19.2,0,0,0,68.25,Tinggi (50-75),3,0.8758544928886159,0.8918785634874119,Digital Adopter
UMKM0463,Sumatera Utara,Kuliner,Mikro,3-5 tahun,0,1,0,0,5,1,1.7,0,0,1,40.17,Sedang (25-50),2,-0.48283041282502526,2.524930752448043,Digital Beginner
UMKM0464,Jawa Tengah,Kerajinan,Mikro,3-5 tahun,1,1,1,1,4,0,12.7,0,0,0,57.6,Tinggi (50-75),3,0.4958115548387342,1.077200584544728,Digital Adopter
UMKM0465,Kalimantan Timur,Pertanian,Mikro,3-5 tahun,1,1,1,2,1,0,28.6,1,0,0,61.53,Tinggi (50-75),3,1.426257037464656,-0.33719600668327465,Digital Adopter
UMKM0466,Jawa Barat,Kuliner,Kecil,1-3 tahun,1,1,0,0,1,1,0.7,1,0,0,42.07,Sedang (25-50),2,-1.200262595905627,0.4864643472692019,Digital Beginner
UMKM0467,Jawa Barat,Pertanian,Mikro,1-3 tahun,1,0,0,0,0,1,4.8,0,0,0,20.48,Rendah (0-25),0,-1.9466648907376558,-1.5132741038857715,Digital Laggard
UMKM0468,Sulawesi Selatan,Fashion,Kecil,< 1 tahun,1,1,0,0,1,0,1.7,0,0,1,32.17,Sedang (25-50),2,-1.3140573305822567,0.714945415530141,Digital Beginner
UMKM0469,Jawa Barat,Elektronik,Kecil,3-5 tahun,1,0,1,1,0,1,38.6,1,0,1,57.19,Tinggi (50-75),3,1.2223169473960294,-1.9585000556258243,Digital Adopter
UMKM0470,Kalimantan Timur,Jasa,Mikro,3-5 tahun,1,1,0,0,3,1,2.4,0,0,0,41.24,Sedang (25-50),2,-1.2686040525066395,1.1743235994690897,Digital Beginner
UMKM0471,Jawa Timur,Fashion,Mikro,1-3 tahun,1,0,0,0,0,1,3.4,0,0,1,25.34,Sedang (25-50),0,-1.5834191174136762,-1.2770988486970494,Digital Laggard
UMKM0472,Kalimantan Timur,Kerajinan,Kecil,> 5 tahun,0,0,0,0,0,0,5.7,0,1,1,10.57,Rendah (0-25),0,-1.1154449570997864,-0.6474708719548918,Digital Laggard
UMKM0473,Jawa Timur,Elektronik,Mikro,> 5 tahun,1,1,0,0,1,1,2.8,0,0,0,37.28,Sedang (25-50),2,-1.463274277322276,0.33692643515372284,Digital Beginner
UMKM0474,Bali,Fashion,Kecil,> 5 tahun,1,0,1,1,0,0,41.7,1,0,1,47.5,Sedang (25-50),3,1.0766468725921545,-1.8345591581491478,Digital Adopter
UMKM0475,Jawa Tengah,Kuliner,Kecil,3-5 tahun,1,1,0,0,3,1,8.2,1,1,0,51.82,Tinggi (50-75),2,-0.38055014628392553,1.4898539603866152,Digital Beginner
UMKM0476,Kalimantan Timur,Kerajinan,Kecil,> 5 tahun,1,0,0,0,0,1,1.8,0,0,1,25.18,Sedang (25-50),0,-1.6224812612880106,-1.2668686614336095,Digital Laggard
UMKM0477,Jawa Timur,Jasa,Menengah,< 1 tahun,1,1,1,2,1,1,39.1,1,1,1,82.58,Sangat Tinggi (75-100),1,2.7335533738409348,-0.10436565615069698,Digital Champion
UMKM0478,Jawa Tengah,Jasa,Mikro,> 5 tahun,1,0,1,2,0,0,45.6,0,0,1,46.23,Sedang (25-50),3,1.3922184268334716,-2.19219150131652,Digital Adopter
UMKM0479,Kalimantan Timur,Jasa,Mikro,< 1 tahun,1,0,1,1,0,1,37.6,0,0,0,47.09,Sedang (25-50),3,0.48619721300883467,-2.3154408212516007,Digital Adopter
UMKM0480,Jawa Tengah,Fashion,Mikro,> 5 tahun,1,1,1,2,1,0,15.8,0,0,0,55.25,Tinggi (50-75),3,0.7994791412182664,-0.3914652999079699,Digital Adopter
UMKM0481,DKI Jakarta,Jasa,Mikro,1-3 tahun,1,0,0,0,0,0,3.7,1,0,1,20.37,Rendah (0-25),0,-1.4831671987459232,-0.9991443321771393,Digital Laggard
UMKM0482,DKI Jakarta,Kuliner,Mikro,> 5 tahun,1,1,0,0,4,1,7.9,0,0,0,43.79,Sedang (25-50),2,-1.0321100525465048,1.5565771395007681,Digital Beginner
UMKM0483,Jawa Tengah,Fashion,Mikro,> 5 tahun,1,1,1,2,1,0,38.0,1,0,0,62.47,Tinggi (50-75),3,1.655747132726371,-0.3972983568559839,Digital Adopter
UMKM0484,DKI Jakarta,Kuliner,Menengah,< 1 tahun,1,1,1,2,1,1,89.8,1,0,1,82.65,Sangat Tinggi (75-100),3,3.5391621684323704,-0.6450387134762288,Digital Adopter
UMKM0485,Jawa Tengah,Kuliner,Mikro,3-5 tahun,1,0,1,1,0,0,44.7,1,0,0,42.8,Sedang (25-50),3,0.7524632431425091,-2.0809646006013094,Digital Adopter
UMKM0486,Bali,Fashion,Mikro,> 5 tahun,1,0,1,1,0,0,22.1,0,0,0,35.54,Sedang (25-50),0,-0.11357028433417869,-2.0725739968374355,Digital Laggard
UMKM0487,Jawa Timur,Fashion,Mikro,3-5 tahun,1,1,0,0,2,1,9.7,0,0,1,44.97,Sedang (25-50),2,-0.7951757522580761,0.9374524026631038,Digital Beginner
UMKM0488,Jawa Barat,Kerajinan,Mikro,> 5 tahun,1,0,0,0,0,0,5.1,1,0,0,15.51,Rendah (0-25),0,-1.846412972069903,-1.2353195873658611,Digital Laggard
UMKM0489,Kalimantan Timur,Fashion,Mikro,3-5 tahun,1,0,0,0,0,1,9.9,1,0,0,25.99,Sedang (25-50),0,-1.5078735618865016,-1.4097720344557718,Digital Laggard
UMKM0490,Bali,Fashion,Mikro,1-3 tahun,1,0,0,0,0,1,3.0,0,0,0,20.3,Rendah (0-25),0,-1.9906098025962822,-1.5017651432144017,Digital Laggard
UMKM0491,Jawa Tengah,Kuliner,Mikro,1-3 tahun,1,1,1,3,4,0,47.2,1,0,0,72.72,Tinggi (50-75),3,2.721646424979464,0.5995520222479732,Digital Adopter
UMKM0492,DKI Jakarta,Fashion,Mikro,1-3 tahun,1,0,0,0,0,1,1.7,0,0,0,20.17,Rendah (0-25),0,-2.0223477944941792,-1.4934531160628568,Digital Laggard
UMKM0493,Jawa Barat,Kuliner,Kecil,> 5 tahun,1,1,1,1,2,1,45.4,1,0,0,71.87,Tinggi (50-75),3,1.6253420832983363,0.025630420881291856,Digital Adopter
UMKM0494,Jawa Timur,Kuliner,Kecil,1-3 tahun,1,1,1,2,1,1,52.3,1,0,0,73.9,Tinggi (50-75),3,2.226218022163633,-0.632492540822569,Digital Adopter
UMKM0495,Jawa Tengah,Kerajinan,Kecil,3-5 tahun,1,0,0,0,0,1,1.0,1,0,0,25.1,Sedang (25-50),0,-1.7251567371874872,-1.3528666178028876,Digital Laggard
UMKM0496,Jawa Barat,Kerajinan,Mikro,3-5 tahun,1,1,1,2,5,1,30.6,1,0,0,79.73,Sangat Tinggi (75-100),3,2.105309217436412,1.1759336089368475,Digital Adopter
UMKM0497,Jawa Tengah,Kerajinan,Kecil,3-5 tahun,1,1,1,1,3,0,69.5,0,0,0,61.28,Tinggi (50-75),3,1.7802997819854989,0.2966091279428591,Digital Adopter
UMKM0498,Jawa Timur,Fashion,Kecil,> 5 tahun,1,1,1,1,2,1,25.8,1,1,0,74.91,Tinggi (50-75),1,1.5790037102642773,0.36745421327371125,Digital Champion
UMKM0499,Kalimantan Timur,Fashion,Mikro,> 5 tahun,1,1,0,0,4,1,3.0,0,0,1,48.3,Sedang (25-50),2,-0.7543127189476316,1.815130929328265,Digital Beginner
UMKM0500,Kalimantan Timur,Jasa,Kecil,1-3 tahun,1,1,1,3,4,1,26.5,1,0,1,85.65,Sangat Tinggi (75-100),3,2.835058066379682,0.8153670260023475,Digital Adopter
UMKM0501,DKI Jakarta,Fashion,Mikro,> 5 tahun,1,1,0,0,4,1,3.0,0,0,0,43.3,Sedang (25-50),2,-1.1517378681616541,1.5879070879950528,Digital Beginner
UMKM0502,Jawa Tengah,Fashion,Kecil,> 5 tahun,1,1,0,0,1,0,7.1,0,1,0,32.71,Sedang (25-50),2,-1.1474748547938618,0.6696986905981005,Digital Beginner
UMKM0503,Jawa Barat,Kuliner,Menengah,3-5 tahun,1,1,1,2,1,1,67.9,1,0,1,80.46,Sangat Tinggi (75-100),3,3.004499074152417,-0.5050130253078956,Digital Adopter
UMKM0504,Sumatera Utara,Kuliner,Mikro,> 5 tahun,1,1,1,1,3,1,13.1,0,0,0,65.64,Tinggi (50-75),3,0.6247121889756054,0.513461343679523,Digital Adopter
UMKM0505,DKI Jakarta,Fashion,Kecil,1-3 tahun,1,1,1,2,2,1,51.4,1,1,0,80.81,Sangat Tinggi (75-100),1,2.738636336052969,0.007185746678150247,Digital Champion
UMKM0506,Jawa Timur,Fashion,Mikro,< 1 tahun,1,1,1,2,5,0,37.3,0,0,0,65.4,Tinggi (50-75),3,1.7332482210980769,1.14074579373857,Digital Adopter
UMKM0507,Bali,Fashion,Menengah,> 5 tahun,1,1,1,3,3,1,78.3,0,0,1,83.83,Sangat Tinggi (75-100),3,3.6831963486674377,-0.06936588673348557,Digital Adopter
UMKM0508,Sulawesi Selatan,Fashion,Mikro,1-3 tahun,1,1,0,0,5,0,3.5,0,0,0,35.35,Sedang (25-50),2,-1.2586660463692123,2.1458918485245726,Digital Beginner
UMKM0509,Bali,Kerajinan,Kecil,> 5 tahun,1,0,1,1,0,0,24.4,1,1,1,50.77,Tinggi (50-75),1,1.0864603313774512,-1.507441259947923,Digital Champion
UMKM0510,Sumatera Utara,Jasa,Mikro,> 5 tahun,1,1,0,0,4,0,1.2,0,0,0,33.12,Sedang (25-50),2,-1.4170357585806783,1.7431779339660138,Digital Beginner
UMKM0511,DKI Jakarta,Jasa,Mikro,< 1 tahun,1,1,0,0,2,1,8.8,0,0,0,39.88,Sedang (25-50),2,-1.2145733574014117,0.7159830416655765,Digital Beginner
UMKM0512,Jawa Barat,Kerajinan,Mikro,> 5 tahun,1,0,1,2,0,0,26.0,0,0,0,39.27,Sedang (25-50),3,0.5162820151588513,-2.2940955486725936,Digital Adopter
UMKM0513,Bali,Pertanian,Menengah,1-3 tahun,1,1,1,3,1,1,90.0,0,0,0,76.0,Sangat Tinggi (75-100),3,3.366977365750266,-1.2062375899301079,Digital Adopter
UMKM0514,Sulawesi Selatan,Kuliner,Kecil,3-5 tahun,1,1,0,0,2,1,4.9,0,0,1,44.49,Sedang (25-50),2,-0.9123621838810795,0.9681429644534234,Digital Beginner
UMKM0515,Jawa Timur,Kuliner,Kecil,3-5 tahun,1,1,0,0,4,1,8.7,1,0,0,48.87,Sedang (25-50),2,-0.6982982353576246,1.6875728372012624,Digital Beginner
UMKM0516,Jawa Timur,Kuliner,Menengah,> 5 tahun,1,1,1,2,2,1,70.9,0,1,1,82.76,Sangat Tinggi (75-100),1,3.29785061848373,-0.026381610594025166,Digital Champion
UMKM0517,Jawa Barat,Kerajinan,Mikro,< 1 tahun,1,0,1,1,0,1,39.6,0,0,0,47.29,Sedang (25-50),3,0.5350248928517526,-2.3282285553309006,Digital Adopter
UMKM0518,Sumatera Utara,Elektronik,Mikro,3-5 tahun,1,0,1,1,0,0,31.6,1,0,1,46.49,Sedang (25-50),3,0.830067089385418,-1.7699811010486834,Digital Adopter
UMKM0519,Kalimantan Timur,Kuliner,Mikro,3-5 tahun,1,1,0,0,2,1,7.2,1,0,1,49.72,Sedang (25-50),2,-0.5419296068100108,1.089547861594443,Digital Beginner
UMKM0520,Jawa Timur,Elektronik,Mikro,> 5 tahun,1,0,1,3,0,1,29.1,0,0,0,52.91,Tinggi (50-75),3,1.3479562212751122,-2.654263892175623,Digital Adopter
UMKM0521,Jawa Tengah,Kuliner,Mikro,3-5 tahun,1,0,0,0,0,1,1.8,0,0,0,20.18,Rendah (0-25),0,-2.019906410502033,-1.4940925027668217,Digital Laggard
UMKM0522,Jawa Barat,Elektronik,Mikro,< 1 tahun,1,1,0,0,4,1,7.9,1,0,0,48.79,Sedang (25-50),2,-0.7178293072947918,1.6926879308329823,Digital Beginner
UMKM0523,Kalimantan Timur,Fashion,Mikro,1-3 tahun,1,0,0,0,0,1,8.4,0,1,0,25.84,Sedang (25-50),0,-1.4266021775938649,-1.3197880268132303,Digital Laggard
UMKM0524,Sulawesi Selatan,Kuliner,Mikro,1-3 tahun,1,1,0,0,2,0,5.5,1,0,0,34.55,Sedang (25-50),2,-1.2022112624509114,1.016955479528227,Digital Beginner
UMKM0525,Sulawesi Selatan,Fashion,Mikro,> 5 tahun,1,1,0,0,1,0,5.5,1,0,0,32.55,Sedang (25-50),2,-1.3044291428430215,0.5995356707784735,Digital Beginner
UMKM0526,Jawa Tengah,Kuliner,Mikro,1-3 tahun,1,1,0,0,3,0,6.3,0,0,0,31.63,Sedang (25-50),2,-1.394743055373347,1.293149403314046,Digital Beginner
UMKM0527,Jawa Barat,Kuliner,Menengah,1-3 tahun,1,1,1,1,1,1,66.4,0,1,1,76.97,Sangat Tinggi (75-100),1,2.5511321346457145,-0.21844354728483062,Digital Champion
UMKM0528,Jawa Barat,Kuliner,Kecil,> 5 tahun,1,0,1,2,0,1,29.5,1,0,1,59.62,Tinggi (50-75),3,1.5347893279100917,-2.0969013359455335,Digital Adopter
UMKM0529,Jawa Timur,Jasa,Menengah,< 1 tahun,1,1,0,0,3,1,1.1,0,1,1,51.11,Tinggi (50-75),2,-0.47074400576397546,1.6263634663691275,Digital Beginner
UMKM0530,Sulawesi Selatan,Fashion,Mikro,> 5 tahun,1,1,0,0,1,1,9.6,0,0,0,37.96,Sedang (25-50),2,-1.2972601658563545,0.2934481392841034,Digital Beginner
UMKM0531,Sumatera Utara,Kuliner,Mikro,3-5 tahun,1,1,1,3,1,0,35.7,0,0,0,60.57,Tinggi (50-75),3,1.8199528794546416,-0.7152887243775266,Digital Adopter
UMKM0532,Kalimantan Timur,Kerajinan,Kecil,> 5 tahun,1,0,0,0,0,0,6.3,0,1,1,20.63,Rendah (0-25),0,-1.3017990707753044,-0.9353751793971622,Digital Laggard
UMKM0533,Kalimantan Timur,Kerajinan,Mikro,1-3 tahun,1,0,0,0,0,1,3.2,0,0,0,20.32,Rendah (0-25),0,-1.9857270346119904,-1.5030439166223317,Digital Laggard
UMKM0534,Jawa Tengah,Kuliner,Mikro,< 1 tahun,1,0,1,1,0,1,46.3,0,0,0,47.96,Sedang (25-50),3,0.6985976203255283,-2.371067464496555,Digital Adopter
UMKM0535,Sumatera Utara,Fashion,Mikro,> 5 tahun,1,1,0,0,1,1,4.1,0,0,0,37.41,Sedang (25-50),2,-1.4315362854243794,0.32861440800217795,Digital Beginner
UMKM0536,Bali,Kuliner,Mikro,> 5 tahun,1,1,0,0,3,1,6.6,0,0,0,41.66,Sedang (25-50),2,-1.1660659248365117,1.1474693579025599,Digital Beginner
UMKM0537,Sulawesi Selatan,Kuliner,Mikro,> 5 tahun,1,1,0,0,3,1,6.3,0,0,0,41.63,Sedang (25-50),2,-1.1733900768129493,1.1493875180144548,Digital Beginner
UMKM0538,Jawa Barat,Kerajinan,Mikro,< 1 tahun,1,0,1,2,0,0,44.0,0,1,1,51.07,Tinggi (50-75),1,1.7853291723856755,-1.9654573156377992,Digital Champion
UMKM0539,Jawa Tengah,Kuliner,Kecil,> 5 tahun,1,1,1,2,1,0,34.6,0,0,0,57.13,Tinggi (50-75),3,1.258459331741697,-0.5116700002533884,Digital Adopter
UMKM0540,Jawa Timur,Fashion,Mikro,> 5 tahun,1,1,1,2,1,1,24.4,0,0,0,66.11,Tinggi (50-75),3,1.2307911431032124,-0.5902144417485505,Digital Adopter
UMKM0541,Kalimantan Timur,Kerajinan,Mikro,3-5 tahun,1,1,0,0,1,1,0.3,0,0,0,37.03,Sedang (25-50),2,-1.5243088771259237,0.35291110275284765,Digital Beginner
UMKM0542,DKI Jakarta,Kuliner,Kecil,> 5 tahun,1,0,1,1,0,1,68.2,0,1,1,60.15,Tinggi (50-75),1,2.062858753246043,-2.067365312916395,Digital Champion
UMKM0543,Jawa Barat,Fashion,Mikro,> 5 tahun,1,0,1,2,0,1,32.5,1,0,1,59.92,Tinggi (50-75),3,1.608030847674469,-2.116082937064483,Digital Adopter
UMKM0544,DKI Jakarta,Kuliner,Mikro,3-5 tahun,1,0,1,1,0,0,49.7,0,1,0,43.3,Sedang (25-50),1,0.9924245869246299,-2.0325407287164925,Digital Champion
UMKM0545,DKI Jakarta,Pertanian,Kecil,< 1 tahun,1,1,1,1,1,1,36.7,1,0,0,69.0,Tinggi (50-75),3,1.3107237955895326,-0.33616274462350715,Digital Adopter
UMKM0546,Jawa Barat,Fashion,Mikro,3-5 tahun,1,1,0,0,1,0,5.2,1,0,0,32.52,Sedang (25-50),2,-1.3117532948194592,0.6014538308903684,Digital Beginner
UMKM0547,Jawa Timur,Jasa,Mikro,< 1 tahun,1,1,1,2,3,0,41.7,1,0,1,71.84,Tinggi (50-75),3,2.3479392504340124,0.6411077939300299,Digital Adopter
UMKM0548,DKI Jakarta,Fashion,Mikro,1-3 tahun,1,1,0,0,3,0,0.5,0,1,0,36.05,Sedang (25-50),2,-1.1041704374912713,1.5467378305592967,Digital Beginner
UMKM0549,Jawa Tengah,Kuliner,Mikro,1-3 tahun,1,1,0,0,3,0,4.9,1,1,1,46.49,Sedang (25-50),2,-0.285043647371116,1.8819394482502634,Digital Beginner
UMKM0550,Sumatera Utara,Kerajinan,Mikro,< 1 tahun,1,1,0,0,4,1,0.9,1,0,0,48.09,Sedang (25-50),2,-0.8887261867450053,1.7374450001105317,Digital Beginner
UMKM0551,Jawa Tengah,Pertanian,Kecil,1-3 tahun,1,1,1,1,2,1,64.1,1,0,1,78.74,Sangat Tinggi (75-100),3,2.479306039043643,0.13328894857305063,Digital Adopter
UMKM0552,Sulawesi Selatan,Kerajinan,Mikro,< 1 tahun,1,1,0,0,1,1,3.8,0,0,0,37.38,Sedang (25-50),2,-1.4388604374008171,0.3305325681140729,Digital Beginner
UMKM0553,Jawa Tengah,Jasa,Mikro,> 5 tahun,1,0,0,0,0,0,1.6,0,0,0,10.16,Rendah (0-25),0,-2.246142157046723,-1.3490518440593005,Digital Laggard
UMKM0554,Jawa Tengah,Elektronik,Mikro,> 5 tahun,1,0,0,0,0,1,9.6,0,0,0,20.96,Rendah (0-25),0,-1.8294784591146525,-1.543964665676091,Digital Laggard
UMKM0555,Sulawesi Selatan,Kuliner,Mikro,< 1 tahun,1,0,0,0,0,0,9.5,0,0,0,10.95,Rendah (0-25),0,-2.0532728216671963,-1.399563393672535,Digital Laggard
UMKM0556,Jawa Barat,Kuliner,Mikro,> 5 tahun,1,0,1,2,0,1,20.1,1,0,0,53.68,Tinggi (50-75),3,0.907874083434354,-2.264022827106036,Digital Adopter
UMKM0557,Jawa Timur,Kerajinan,Mikro,3-5 tahun,1,1,0,0,3,1,6.4,0,0,1,46.64,Sedang (25-50),2,-0.773523543606781,1.375971972643702,Digital Beginner
UMKM0558,Jawa Timur,Fashion,Mikro,1-3 tahun,1,0,0,0,0,0,5.3,0,0,0,10.53,Rendah (0-25),0,-2.1558109493373245,-1.3727091521060053,Digital Laggard
